0.000000,0.000000,0.115000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.087300,-0.457900,-0.004900,0.453000,0.349100,0.349100,0.000000,0.000000,0.000000,0.087300,0.457900,0.004900,-0.453000
0.000000,0.000000,0.115052,0.000000,0.000000,0.000000,1.000000,0.000000,-0.088590,-0.457900,-0.004900,0.453000,0.351164,0.349100,0.003414,0.000000,0.000000,0.086010,0.457900,0.004900,-0.453000
0.000000,0.000000,0.115204,0.000000,0.000000,0.000000,1.000000,0.000000,-0.092394,-0.457900,-0.004900,0.453000,0.357250,0.349100,0.006826,0.000000,0.000000,0.082206,0.457900,0.004900,-0.453000
0.000000,0.000000,0.115449,0.000000,0.000000,0.000000,1.000000,0.000000,-0.098515,-0.457900,-0.004900,0.453000,0.367044,0.349100,0.010232,0.000000,0.000000,0.076085,0.457900,0.004900,-0.453000
0.000000,0.000000,0.115774,0.000000,0.000000,0.000000,1.000000,0.000000,-0.106638,-0.457900,-0.004900,0.453000,0.380041,0.349100,0.013630,0.000000,0.000000,0.067962,0.457900,0.004900,-0.453000
0.000000,0.000000,0.116162,0.000000,0.000000,0.000000,1.000000,0.000000,-0.116343,-0.457900,-0.004900,0.453000,0.395569,0.349100,0.017017,0.000000,0.000000,0.058257,0.457900,0.004900,-0.453000
0.000000,0.000000,0.116593,0.000000,0.000000,0.000000,1.000000,0.000000,-0.127130,-0.457900,-0.004900,0.453000,0.412828,0.349100,0.020390,0.000000,0.000000,0.047470,0.457900,0.004900,-0.453000
0.000000,0.000000,0.117046,0.000000,0.000000,0.000000,1.000000,0.000000,-0.138441,-0.457900,-0.004900,0.453000,0.430926,0.349100,0.023747,0.000000,0.000000,0.036159,0.457900,0.004900,-0.453000
0.000000,0.000000,0.117496,0.000000,0.000000,0.000000,1.000000,0.000000,-0.149694,-0.457900,-0.004900,0.453000,0.448930,0.349100,0.027084,0.000000,0.000000,0.024906,0.457900,0.004900,-0.453000
0.000000,0.000000,0.117920,0.000000,0.000000,0.000000,1.000000,0.000000,-0.160307,-0.457900,-0.004900,0.453000,0.465911,0.349100,0.030399,0.000000,0.000000,0.014293,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118297,0.000000,0.000000,0.000000,1.000000,0.000000,-0.169733,-0.457900,-0.004900,0.453000,0.480992,0.349100,0.033690,0.000000,0.000000,0.004867,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118607,0.000000,0.000000,0.000000,1.000000,0.000000,-0.177485,-0.457900,-0.004900,0.453000,0.493395,0.349100,0.036954,0.000000,0.000000,-0.002885,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118835,0.000000,0.000000,0.000000,1.000000,0.000000,-0.183163,-0.457900,-0.004900,0.453000,0.502480,0.349100,0.040187,0.000000,0.000000,-0.008563,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118967,0.000000,0.000000,0.000000,1.000000,0.000000,-0.186474,-0.457900,-0.004900,0.453000,0.507779,0.349100,0.043388,0.000000,0.000000,-0.011874,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118998,0.000000,0.000000,0.000000,1.000000,0.000000,-0.187248,-0.457900,-0.004900,0.453000,0.509017,0.349100,0.046554,0.000000,0.000000,-0.012648,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118926,0.000000,0.000000,0.000000,1.000000,0.000000,-0.185444,-0.457900,-0.004900,0.453000,0.506130,0.349100,0.049682,0.000000,0.000000,-0.010844,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118754,0.000000,0.000000,0.000000,1.000000,0.000000,-0.181156,-0.457900,-0.004900,0.453000,0.499269,0.349100,0.052770,0.000000,0.000000,-0.006556,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118492,0.000000,0.000000,0.000000,1.000000,0.000000,-0.174604,-0.457900,-0.004900,0.453000,0.488786,0.349100,0.055815,0.000000,0.000000,-0.000004,0.457900,0.004900,-0.453000
0.000000,0.000000,0.118153,0.000000,0.000000,0.000000,1.000000,0.000000,-0.166127,-0.457900,-0.004900,0.453000,0.475224,0.349100,0.058815,0.000000,0.000000,0.008473,0.457900,0.004900,-0.453000
0.000000,0.000000,0.117755,0.000000,0.000000,0.000000,1.000000,0.000000,-0.156163,-0.457900,-0.004900,0.453000,0.459281,0.349100,0.061768,0.000000,0.000000,0.018437,0.457900,0.004900,-0.453000
